Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive,EndDate,CustomerTenureDays,total_flights,total_flights_with_companions,total_distance,total_points_accumulated,total_points_redeemed,total_cost_redeemed,points_redemption_ratio,companion_flight_ratio
432451,Lakiesha,Dayal,Lakiesha Dayal,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,College,Suburban,0.0,Single,Star,2019-07-23,,4766.37,Standard,1,2025-10-13,2274,197,19,370037.2,36996.92,0.0,0.0,0.0,0.09644670050761421
251116,Malinda,Waldner,Malinda Waldner,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Rural,70432.0,Married,Star,2017-07-09,2020-01-09,4766.65,Standard,0,2020-01-09,914,5,5,1495.3,148.82999999999998,0.0,0.0,0.0,1.0
381786,Carmen,Cagnon,Carmen Cagnon,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,High School or Below,Urban,29177.0,Married,Star,2021-09-14,2019-05-14,4766.94,Standard,0,2019-05-14,-854,18,4,28302.0,2829.0,0.0,0.0,0.0,0.2222222222222222
440967,Moon,Daffin,Moon Daffin,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,High School or Below,Rural,29177.0,Married,Star,2016-11-13,,4766.94,Standard,1,2025-10-13,3256,147,42,334755.5,33467.35,23591.8,232.4,0.7049198696640159,0.2857142857142857
368292,Ethan,Alwang,Ethan Alwang,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,College,Urban,0.0,Married,Star,2019-11-01,2020-02-01,4770.26,Standard,0,2020-02-01,92,21,0,64563.899999999994,6455.29,0.0,0.0,0.0,0.0
493677,Claudia,Smialowski,Claudia Smialowski,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,High School or Below,Urban,12964.0,Single,Star,2019-08-27,,4770.55,Standard,1,2025-10-13,2239,273,66,416645.3,41658.33,4928.6,47.5,0.11831007147910154,0.24175824175824176
500374,Sherwood,Arlia,Sherwood Arlia,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,High School or Below,Rural,12964.0,Single,Star,2021-02-20,,4770.55,2021 Promotion,1,2025-10-13,1696,81,8,154715.0,15469.0,0.0,0.0,0.0,0.09876543209876543
850418,Jerald,Doepke,Jerald Doepke,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,High School or Below,Rural,12964.0,Single,Star,2018-10-13,,4770.55,Standard,1,2025-10-13,2557,224,34,460799.2,46070.12,12942.0,128.4,0.2809196068948811,0.15178571428571427
574560,Ami,Baldacchino,Ami Baldacchino,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,High School or Below,Rural,28666.0,Divorced,Star,2017-06-12,2019-04-27,4770.74,Standard,0,2019-04-27,684,0,0,0.0,0.0,0.0,0.0,0.0,0.0
406574,Nadia,Nyce,Nadia Nyce,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Master,Rural,20993.0,Divorced,Star,2018-04-18,,4772.94,Standard,1,2025-10-13,2735,212,29,463679.8,46358.68,5118.0,51.0,0.11040003727457295,0.13679245283018868
532925,Ludivina,Call,Ludivina Call,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Suburban,27725.0,Married,Star,2019-12-15,2020-08-15,4773.66,Standard,0,2020-08-15,244,158,22,176933.7,17690.07,10168.8,100.7,0.5748309644902478,0.13924050632911392
119837,Piper,Willingham,Piper Willingham,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Suburban,0.0,Single,Star,2017-12-14,,4774.75,Standard,1,2025-10-13,2860,211,44,466881.4,46683.14,19089.8,189.5,0.4089227931111746,0.20853080568720378
546039,Golden,Blommel,Golden Blommel,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Doctor,Rural,14254.0,Married,Star,2015-07-06,,4775.48,Standard,1,2025-10-13,3752,183,36,330483.7,33039.07,0.0,0.0,0.0,0.19672131147540983
950914,Dollie,Benoy,Dollie Benoy,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Doctor,Suburban,14254.0,Married,Star,2020-09-25,,4775.48,Standard,1,2025-10-13,1844,149,27,253807.2,25371.72,15259.8,151.0,0.6014491725432883,0.18120805369127516
387129,Lakeesha,Fechner,Lakeesha Fechner,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Rural,0.0,Single,Star,2016-06-10,,4776.19,Standard,1,2025-10-13,3412,299,62,522491.0,52240.7,11440.9,113.1,0.2190035738418513,0.20735785953177258
876006,Sophia,Manweiler,Sophia Manweiler,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Bachelor,Rural,54194.0,Married,Star,2019-09-30,,4779.89,Standard,1,2025-10-13,2205,256,63,442727.5,44264.85,13174.6,129.2,0.29763119043665576,0.24609375
230311,Gino,Pozzuoli,Gino Pozzuoli,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Suburban,30361.0,Married,Star,2017-08-31,,4781.82,Standard,1,2025-10-13,2965,193,38,382136.2,38207.42,10162.0,101.0,0.26596928031256756,0.19689119170984457
955991,Morton,Pestoni,Morton Pestoni,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,81687.0,Single,Star,2016-09-08,,4782.35,Standard,1,2025-10-13,3322,136,45,377715.2,37766.22,23800.5,234.7,0.6302060412718032,0.33088235294117646
279409,Oscar,Bobian,Oscar Bobian,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,College,Urban,0.0,Single,Star,2019-10-25,,4784.42,Standard,1,2025-10-13,2180,206,37,533655.5,53357.05,0.0,0.0,0.0,0.1796116504854369
293531,Marshall,Brockert,Marshall Brockert,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,College,Urban,0.0,Single,Star,2020-03-07,,4784.77,Standard,1,2025-10-13,2046,149,51,339230.7,33916.77,3250.0,32.0,0.09582280388138376,0.3422818791946309
886127,Alita,Hudecek,Alita Hudecek,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Rural,0.0,Single,Star,2017-03-21,,4784.77,Standard,1,2025-10-13,3128,177,28,235171.9,23511.989999999998,3722.0,37.0,0.1583022109145164,0.15819209039548024
687108,Anton,Wuestenberg,Anton Wuestenberg,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,female,Bachelor,Suburban,25813.0,Divorced,Star,2019-03-12,2019-11-12,4784.96,Standard,0,2019-11-12,245,0,0,0.0,0.0,0.0,0.0,0.0,0.0
579005,Rae,Katynski,Rae Katynski,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Suburban,23402.0,Married,Star,2019-10-20,,4786.01,Standard,1,2025-10-13,2185,252,39,367814.7,36775.07,7780.5,76.0,0.2115699575826776,0.15476190476190477
758372,Tyron,Bryum,Tyron Bryum,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Urban,0.0,Single,Star,2020-01-06,,4786.05,Standard,1,2025-10-13,2107,165,41,305616.8,30555.98,0.0,0.0,0.0,0.24848484848484848
436087,Jeromy,Kuhr,Jeromy Kuhr,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Rural,45515.0,Married,Star,2021-04-16,2021-08-17,4786.89,2021 Promotion,0,2021-08-17,123,54,13,115495.0,11548.0,6075.0,60.0,0.5260651195012124,0.24074074074074073
471460,Maureen,Subera,Maureen Subera,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Suburban,45515.0,Married,Star,2021-04-17,2021-12-17,4786.89,2021 Promotion,0,2021-12-17,244,63,11,95951.0,9592.0,0.0,0.0,0.0,0.1746031746031746
605505,Marx,Engelking,Marx Engelking,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Urban,0.0,Married,Star,2019-03-20,,4787.47,Standard,1,2025-10-13,2399,224,19,318652.9,31858.989999999998,9278.0,92.0,0.29122078257973655,0.08482142857142858
745336,Jovita,Capron,Jovita Capron,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,Doctor,Urban,29111.0,Married,Star,2018-04-21,2018-12-21,4791.08,Standard,0,2018-12-21,244,0,0,0.0,0.0,0.0,0.0,0.0,0.0
413185,Darrel,Helander,Darrel Helander,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Doctor,Suburban,20181.0,Married,Star,2019-07-14,,4792.51,Standard,1,2025-10-13,2283,184,49,367109.2,36703.22,6783.0,66.5,0.1848066736378988,0.266304347826087
715462,Nelda,Hornbeak,Nelda Hornbeak,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,High School or Below,Rural,20647.0,Divorced,Star,2016-06-05,,4792.83,Standard,1,2025-10-13,3417,161,59,387770.1,38770.41,0.0,0.0,0.0,0.36645962732919257
739933,Refugia,Filbey,Refugia Filbey,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Urban,70012.0,Married,Star,2015-05-24,,4794.12,Standard,1,2025-10-13,3795,190,66,364807.1,36475.91,17358.4,170.5,0.47588668795377553,0.3473684210526316
675106,Lorilee,Corbin,Lorilee Corbin,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,Master,Suburban,20862.0,Divorced,Star,2017-10-10,,4794.48,Standard,1,2025-10-13,2925,233,69,367688.3,36762.33,12175.2,121.6,0.3311868426185174,0.296137339055794
767728,Candace,Bicklein,Candace Bicklein,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Urban,33068.0,Married,Star,2021-07-16,,4795.39,Standard,1,2025-10-13,1550,34,14,45249.0,4522.0,2642.0,26.0,0.5842547545333923,0.4117647058823529
244032,Velva,Lobner,Velva Lobner,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Rural,77846.0,Married,Star,2019-10-17,,4798.24,Standard,1,2025-10-13,2188,199,40,350265.1,35015.91,11618.0,115.0,0.3317920339639895,0.20100502512562815
872408,Celena,Montuori,Celena Montuori,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,High School or Below,Suburban,18107.0,Married,Star,2021-12-14,,4801.66,Standard,1,2025-10-13,1399,0,0,0.0,0.0,0.0,0.0,0.0,0.0
583648,Petrina,Mientka,Petrina Mientka,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,37313.0,Single,Star,2015-12-11,,4803.24,Standard,1,2025-10-13,3594,120,39,245124.7,24502.87,5587.0,55.0,0.2280141061026729,0.325
250380,Evelia,Niemi,Evelia Niemi,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Doctor,Urban,23634.0,Married,Star,2020-10-19,,4803.78,Standard,1,2025-10-13,1820,111,22,176471.0,17641.6,0.0,0.0,0.0,0.1981981981981982
935504,Latonya,Chrisman,Latonya Chrisman,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Single,Star,2020-02-10,,4803.94,Standard,1,2025-10-13,2072,162,47,448929.9,44885.09,24912.1,245.0,0.5550194953379842,0.29012345679012347
311943,Rocky,Meitner,Rocky Meitner,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Doctor,Suburban,23604.0,Married,Star,2018-09-28,,4804.51,Standard,1,2025-10-13,2572,165,56,467992.5,46789.75,21665.2,215.0,0.46303303608162044,0.3393939393939394
811684,Bryan,Abrams,Bryan Abrams,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,Bachelor,Rural,99874.0,Married,Star,2020-07-09,,4807.85,Standard,1,2025-10-13,1922,100,16,200973.2,20092.92,0.0,0.0,0.0,0.16
672103,Arcelia,Dunemann,Arcelia Dunemann,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Suburban,0.0,Single,Star,2021-11-12,,4811.74,Standard,1,2025-10-13,1431,229,58,441681.2,44159.02,31725.8,313.6,0.7184443857676189,0.25327510917030566
657339,Carley,Atengco,Carley Atengco,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,High School or Below,Urban,16531.0,Married,Star,2017-05-04,,4812.53,Standard,1,2025-10-13,3084,229,55,346460.0,34638.8,4267.0,42.0,0.12318556070071711,0.24017467248908297
433812,Gregorio,Brumer,Gregorio Brumer,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,College,Suburban,0.0,Single,Star,2015-05-19,,4814.35,Standard,1,2025-10-13,3800,194,37,366953.8,36686.38,5080.0,50.0,0.13847100749651506,0.19072164948453607
217284,Luisa,Magathan,Luisa Magathan,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,Doctor,Urban,25398.0,Divorced,Star,2018-05-13,2019-01-13,4815.01,Standard,0,2019-01-13,245,0,0,0.0,0.0,0.0,0.0,0.0,0.0
559304,Devin,Hojnacki,Devin Hojnacki,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,College,Rural,0.0,Single,Star,2020-05-24,,4815.02,Standard,1,2025-10-13,1968,153,13,297294.1,29724.11,8320.1,81.7,0.27991081986979593,0.08496732026143791
290249,Adelaida,Feyen,Adelaida Feyen,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Rural,59438.0,Single,Star,2017-09-20,,4815.85,Standard,1,2025-10-13,2945,328,83,413200.6,41310.06,20220.9,199.1,0.48949093755855116,0.2530487804878049
948815,Kirstie,Lakhan,Kirstie Lakhan,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Suburban,63391.0,Married,Star,2020-02-04,,4821.21,Standard,1,2025-10-13,2078,205,50,450157.6,45007.46,24852.0,247.0,0.5521751283009528,0.24390243902439024
513229,Jacquelyne,Sveen,Jacquelyne Sveen,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Suburban,58946.0,Married,Star,2015-08-28,,4823.56,Standard,1,2025-10-13,3699,167,24,376458.5,37638.55,8021.8,79.8,0.21312723258467714,0.1437125748502994
501278,Francine,Apley,Francine Apley,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Urban,0.0,Married,Star,2015-06-08,,4825.5,Standard,1,2025-10-13,3780,185,26,343906.8,34383.28,0.0,0.0,0.0,0.14054054054054055
348299,Evelyne,Risper,Evelyne Risper,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Rural,0.0,Single,Star,2016-08-24,2016-11-06,4827.78,Standard,0,2016-11-06,74,0,0,0.0,0.0,0.0,0.0,0.0,0.0
500455,Julissa,Petteway,Julissa Petteway,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,34819.0,Married,Star,2019-01-10,,4829.57,Standard,1,2025-10-13,2468,170,28,339846.8,33980.38,4377.0,43.0,0.12880962484822125,0.16470588235294117
277356,Vivienne,Baumbach,Vivienne Baumbach,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Suburban,0.0,Divorced,Star,2020-02-10,2020-10-10,4830.91,Standard,0,2020-10-10,243,62,24,167895.4,16786.94,0.0,0.0,0.0,0.3870967741935484
615394,Sherice,Delce,Sherice Delce,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,High School or Below,Suburban,23228.0,Married,Star,2021-11-08,,4831.42,Standard,1,2025-10-13,1435,191,29,302477.7,30242.77,9926.0,99.0,0.3282106764691197,0.1518324607329843
936723,Zoraida,Pedregon,Zoraida Pedregon,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Rural,0.0,Single,Star,2020-02-23,2020-10-23,4832.12,Standard,0,2020-10-23,243,139,51,266604.2,26656.62,0.0,0.0,0.0,0.3669064748201439
158314,Lezlie,Yanoff,Lezlie Yanoff,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Rural,38713.0,Divorced,Star,2020-09-23,,4834.71,Standard,1,2025-10-13,1846,67,17,209015.9,20898.19,8826.0,87.0,0.42233322598751377,0.2537313432835821
418090,Valentine,Makinster,Valentine Makinster,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Suburban,38713.0,Divorced,Star,2019-01-07,,4834.71,Standard,1,2025-10-13,2471,174,45,415294.7,41520.27,20566.5,203.2,0.4953363742576819,0.25862068965517243
769623,Michelle,Hench,Michelle Hench,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,38713.0,Divorced,Star,2021-06-03,,4834.71,Standard,1,2025-10-13,1593,171,53,417636.2,41757.520000000004,4565.0,45.0,0.10932162638011068,0.30994152046783624
685314,Luci,Rasavong,Luci Rasavong,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,32017.0,Married,Star,2017-10-10,,4834.8,Standard,1,2025-10-13,2925,148,30,267852.8,26779.28,2120.0,21.0,0.07916568331934241,0.20270270270270271
413282,Veronika,Carleo,Veronika Carleo,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Suburban,36655.0,Married,Star,2019-08-08,,4835.78,Standard,1,2025-10-13,2258,212,30,309086.6,30898.06,23533.5,233.2,0.7616497605351275,0.14150943396226415
884088,Zana,Colpaert,Zana Colpaert,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0.0,Single,Star,2018-06-23,,4836.05,Standard,1,2025-10-13,2669,171,35,359506.9,35943.09,20943.7,207.1,0.582690581138127,0.2046783625730994
445867,Lezlie,Ringold,Lezlie Ringold,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Suburban,0.0,Divorced,Star,2017-07-14,,4836.39,Standard,1,2025-10-13,3013,206,46,429643.5,42954.65,7997.1,79.8,0.18617541989051245,0.22330097087378642
568286,Rafael,Gurganious,Rafael Gurganious,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Urban,0.0,Single,Star,2019-05-07,,4837.93,Standard,1,2025-10-13,2351,164,54,321271.3,32118.23,19586.2,194.2,0.6098156716606115,0.32926829268292684
965066,Sun,Lindenpitz,Sun Lindenpitz,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,73769.0,Married,Star,2020-12-25,2021-08-25,4838.21,Standard,0,2021-08-25,243,64,8,86252.0,8622.0,0.0,0.0,0.0,0.125
105145,Tonisha,Rowe,Tonisha Rowe,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,College,Rural,0.0,Single,Star,2015-07-01,,4839.11,Standard,1,2025-10-13,3757,0,0,0.0,0.0,0.0,0.0,0.0,0.0
516329,Deon,Ferrer,Deon Ferrer,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Rural,0.0,Single,Star,2015-09-30,,4847.24,Standard,1,2025-10-13,3666,183,29,341881.7,34181.27,17654.3,173.8,0.5164904639295146,0.15846994535519127
945479,Glenna,Yarde,Glenna Yarde,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,female,High School or Below,Rural,17120.0,Married,Star,2019-10-06,,4853.1,Standard,1,2025-10-13,2199,208,72,451016.4,45093.04,3826.0,38.0,0.08484679675621781,0.34615384615384615
363925,Bradley,Cadmus,Bradley Cadmus,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,College,Rural,0.0,Single,Star,2020-11-27,,4853.53,Standard,1,2025-10-13,1781,84,22,179357.6,17931.56,4657.0,46.0,0.2597096962004421,0.2619047619047619
798216,Mira,Hickok,Mira Hickok,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Suburban,29834.0,Single,Star,2017-05-05,,4854.75,Standard,1,2025-10-13,3083,189,24,396354.6,39625.96,0.0,0.0,0.0,0.12698412698412698
822694,Tameka,Arkontaky,Tameka Arkontaky,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Rural,24149.0,Married,Star,2021-06-17,,4855.77,Standard,1,2025-10-13,1579,241,54,329310.3,32923.03,22514.5,221.4,0.6838526101637669,0.22406639004149378
747483,Sydney,Gumina,Sydney Gumina,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,College,Rural,0.0,Single,Star,2021-07-20,,4858.07,Standard,1,2025-10-13,1546,24,11,53005.0,5300.0,3663.0,36.0,0.6911320754716981,0.4583333333333333
784838,Candie,Conrod,Candie Conrod,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,College,Suburban,0.0,Single,Star,2018-08-27,,4858.07,Standard,1,2025-10-13,2604,293,62,424618.5,42452.85,9022.7,88.2,0.21253461192829223,0.21160409556313994
405597,Ellan,Castrataro,Ellan Castrataro,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Suburban,21685.0,Single,Star,2016-05-22,,4858.12,Standard,1,2025-10-13,3431,183,54,428003.2,42792.22,18574.4,182.4,0.4340602100101374,0.29508196721311475
502592,Bill,Bonney,Bill Bonney,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Rural,39429.0,Divorced,Star,2019-08-01,,4860.91,Standard,1,2025-10-13,2265,162,55,341202.7,34114.87,7257.0,72.0,0.21272248729073273,0.3395061728395062
999143,Tobias,Casciato,Tobias Casciato,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Rural,36305.0,Married,Star,2018-07-04,2019-03-04,4861.37,Standard,0,2019-03-04,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0
420010,Samuel,Wieber,Samuel Wieber,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,High School or Below,Suburban,12153.0,Single,Star,2021-03-21,,4861.49,2021 Promotion,1,2025-10-13,1667,22,12,64152.0,6413.0,2644.0,26.0,0.4122875409324809,0.5454545454545454
416620,Pamala,Guzon,Pamala Guzon,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Rural,36839.0,Married,Star,2021-09-13,,4862.91,Standard,1,2025-10-13,1491,11,0,7691.0,769.0,0.0,0.0,0.0,0.0
198424,Rema,Dagnan,Rema Dagnan,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,College,Suburban,0.0,Married,Star,2017-06-12,,4863.54,Standard,1,2025-10-13,3045,177,38,310464.6,31039.56,17212.1,169.1,0.5545213914114762,0.21468926553672316
244099,Rhona,Yarrell,Rhona Yarrell,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Rural,0.0,Married,Star,2021-02-25,,4863.54,2021 Promotion,1,2025-10-13,1691,208,53,448354.2,44829.020000000004,12950.6,127.0,0.28888876000412234,0.2548076923076923
814653,Tomika,Krapf,Tomika Krapf,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Bachelor,Suburban,37406.0,Married,Star,2020-03-20,,4864.53,Standard,1,2025-10-13,2033,117,40,309084.8,30901.98,12834.5,127.3,0.4153293737165062,0.3418803418803419
636505,Harley,Stalberger,Harley Stalberger,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,27228.0,Married,Star,2018-06-29,,4865.37,Standard,1,2025-10-13,2663,180,46,447321.4,44726.04,17082.0,168.0,0.38192516037637136,0.25555555555555554
110142,Kylie,Vespia,Kylie Vespia,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Rural,0.0,Single,Star,2021-02-22,2021-10-22,4866.65,2021 Promotion,0,2021-10-22,242,76,30,108442.0,10840.0,2513.0,25.0,0.23182656826568265,0.39473684210526316
685346,Raguel,Dosch,Raguel Dosch,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Urban,55593.0,Married,Star,2017-10-03,,4869.24,Standard,1,2025-10-13,2932,165,40,458813.3,45872.03,3191.0,31.0,0.06956308670010898,0.24242424242424243
967634,Prince,Mezo,Prince Mezo,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,Bachelor,Urban,55593.0,Married,Star,2021-11-05,,4869.24,Standard,1,2025-10-13,1438,3,0,473.0,47.0,0.0,0.0,0.0,0.0
919506,Ileen,Zacher,Ileen Zacher,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,High School or Below,Suburban,23811.0,Divorced,Star,2021-10-25,,4869.6,Standard,1,2025-10-13,1449,17,5,22343.0,2234.0,0.0,0.0,0.0,0.29411764705882354
272944,Dione,Bauserman,Dione Bauserman,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,College,Rural,0.0,Married,Star,2018-12-02,,4872.02,Standard,1,2025-10-13,2507,180,38,350288.5,35024.75,3405.0,34.0,0.09721696800119915,0.2111111111111111
512906,Jenifer,Kamler,Jenifer Kamler,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Rural,0.0,Married,Star,2020-08-21,,4872.02,Standard,1,2025-10-13,1879,94,17,231345.4,23130.04,19659.3,193.0,0.8499466494653705,0.18085106382978725
490984,Leatha,Maciel,Leatha Maciel,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Urban,0.0,Single,Star,2016-04-18,,4872.58,Standard,1,2025-10-13,3465,201,68,331492.7,33140.07,18674.6,183.9,0.5635051464888275,0.3383084577114428
812042,Lorette,Seiffert,Lorette Seiffert,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Urban,69247.0,Married,Star,2017-02-02,,4872.77,Standard,1,2025-10-13,3175,174,50,390147.1,39005.31,0.0,0.0,0.0,0.28735632183908044
366719,Peg,Salama,Peg Salama,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Suburban,47824.0,Married,Star,2020-07-14,,4873.35,Standard,1,2025-10-13,1917,98,36,142711.6,14266.26,9702.3,95.4,0.6800871426708892,0.3673469387755102
192177,Gavin,Gisriel,Gavin Gisriel,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Master,Urban,18866.0,Married,Star,2018-11-12,,4873.44,Standard,1,2025-10-13,2527,240,41,349791.4,34971.94,4974.0,49.0,0.14222831218399665,0.17083333333333334
273353,Ruby,Stanuszek,Ruby Stanuszek,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Master,Urban,18866.0,Married,Star,2021-07-18,2019-03-18,4873.44,Standard,0,2019-03-18,-853,52,4,67406.0,6739.0,0.0,0.0,0.0,0.07692307692307693
249555,Ardith,Minotti,Ardith Minotti,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Suburban,0.0,Married,Star,2018-12-24,,4876.47,Standard,1,2025-10-13,2485,224,50,466822.1,46673.41,0.0,0.0,0.0,0.22321428571428573
103862,Genevieve,Moorhouse,Genevieve Moorhouse,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Doctor,Rural,29950.0,Married,Star,2016-07-19,,4878.83,Standard,1,2025-10-13,3373,172,54,382445.0,38237.6,25910.4,256.6,0.6776157499424651,0.313953488372093
