Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive
909385,Marvel,Andreason,Marvel Andreason,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,High School or Below,Rural,12626.0,Single,Star,3/10/2019,,4564.51,Standard,1
211043,Ngoc,Naughton,Ngoc Naughton,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,College,Urban,0.0,Single,Star,7/9/2015,,4566.12,Standard,1
459801,Freddy,Lindskog,Freddy Lindskog,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0.0,Single,Star,6/4/2015,,4568.82,Standard,1
958243,Emmett,Little,Emmett Little,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0.0,Married,Star,1/7/2020,,4569.88,Standard,1
517758,Golden,Maag,Golden Maag,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Doctor,Urban,27538.0,Divorced,Star,12/7/2015,,4570.67,Standard,1
712062,Kristofer,Konczak,Kristofer Konczak,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Doctor,Suburban,27538.0,Divorced,Star,8/21/2019,,4570.67,Standard,1
845945,Dierdre,Unterseher,Dierdre Unterseher,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,91485.0,Divorced,Star,1/24/2017,,4571.51,Standard,1
324707,Modesta,Arcino,Modesta Arcino,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,College,Suburban,0.0,Married,Star,3/29/2016,,4572.04,Standard,1
184635,Lizabeth,Dagata,Lizabeth Dagata,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Urban,99316.0,Single,Star,10/19/2017,,4574.52,Standard,1
947123,Shea,Ujano,Shea Ujano,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,32906.0,Single,Star,11/18/2020,4/23/2021,4574.92,Standard,0
432598,Sharilyn,Tupaj,Sharilyn Tupaj,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Rural,48569.0,Married,Star,9/3/2017,,4576.76,Standard,1
524483,Joseph,Scavo,Joseph Scavo,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,48569.0,Married,Star,12/2/2017,,4576.76,Standard,1
413445,Consuela,Snide,Consuela Snide,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,49558.0,Divorced,Star,8/30/2020,4/30/2021,4582.16,Standard,0
257575,Tobi,Contrerras,Tobi Contrerras,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,69085.0,Married,Star,6/23/2019,,4582.67,Standard,1
352834,Elizabet,Kildoo,Elizabet Kildoo,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,High School or Below,Suburban,19065.0,Married,Star,8/2/2020,,4582.69,Standard,1
127590,Laurie,Baxtor,Laurie Baxtor,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,66991.0,Married,Star,4/5/2020,,4582.9,Standard,1
846374,Meredith,Cavaco,Meredith Cavaco,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Urban,22728.0,Married,Star,3/19/2019,,4583.1,Standard,1
651054,Rosa,Soliday,Rosa Soliday,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Urban,94804.0,Married,Star,5/21/2021,,4583.75,Standard,1
776956,Viviana,Vines,Viviana Vines,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Rural,32510.0,Single,Star,4/8/2021,,4589.94,2021 Promotion,1
130368,Eustolia,Freudenberg,Eustolia Freudenberg,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,83297.0,Married,Star,10/16/2016,,4591.63,Standard,1
752331,Chong,Agard,Chong Agard,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Urban,73604.0,Married,Star,3/3/2018,,4592.15,Standard,1
986825,Keith,Shigemi,Keith Shigemi,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Rural,73604.0,Married,Star,9/6/2016,,4592.15,Standard,1
882024,Blythe,Hamdan,Blythe Hamdan,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Rural,0.0,Married,Star,9/19/2021,,4594.26,Standard,1
981343,Jorge,Strachman,Jorge Strachman,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Suburban,0.0,Married,Star,10/27/2015,,4594.26,Standard,1
101581,Mikki,Belvins,Mikki Belvins,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Suburban,76357.0,Married,Star,10/17/2015,,4595.46,Standard,1
321557,Olive,Langridge,Olive Langridge,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Suburban,95550.0,Divorced,Star,12/13/2016,9/25/2017,4595.52,Standard,0
390719,Floy,Broeker,Floy Broeker,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Rural,51523.0,Married,Star,3/3/2017,10/26/2017,4598.24,Standard,0
329358,Toccara,Risso,Toccara Risso,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,79284.0,Single,Star,1/26/2021,,4599.76,Standard,1
497494,Lynwood,Makey,Lynwood Makey,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,37308.0,Married,Star,7/24/2019,,4601.91,Standard,1
821379,Roberta,Ender,Roberta Ender,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Urban,37308.0,Married,Star,9/23/2020,5/23/2021,4601.91,Standard,0
361816,Nicky,Goldhahn,Nicky Goldhahn,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,High School or Below,Urban,22571.0,Single,Star,3/21/2017,,4605.04,Standard,1
517612,Dion,Princiotta,Dion Princiotta,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,High School or Below,Rural,22571.0,Single,Star,7/26/2016,1/24/2019,4605.04,Standard,0
734192,Orval,Momaya,Orval Momaya,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,High School or Below,Suburban,22571.0,Single,Star,1/10/2019,,4605.04,Standard,1
774724,Brooke,Luckey,Brooke Luckey,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,High School or Below,Rural,22571.0,Single,Star,5/2/2019,,4605.04,Standard,1
874161,Flossie,Peffley,Flossie Peffley,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,High School or Below,Rural,22571.0,Single,Star,3/8/2021,,4605.04,2021 Promotion,1
906396,Berry,Kmiecik,Berry Kmiecik,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Suburban,0.0,Single,Star,1/18/2019,,4606.27,Standard,1
722976,Renita,Sitterson,Renita Sitterson,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,High School or Below,Urban,16764.0,Married,Star,10/30/2019,,4617.39,Standard,1
747304,Shanta,Alviso,Shanta Alviso,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Rural,41167.0,Divorced,Star,7/5/2015,,4617.84,Standard,1
613804,Aline,Reidler,Aline Reidler,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Urban,0.0,Single,Star,6/29/2019,,4620.39,Standard,1
995877,Merissa,Sulima,Merissa Sulima,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Suburban,0.0,Single,Star,1/15/2021,,4623.54,Standard,1
446968,Talia,Dressel,Talia Dressel,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Suburban,97065.0,Single,Star,1/26/2018,9/26/2018,4623.62,Standard,0
123928,Dimple,Stallworth,Dimple Stallworth,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,28264.0,Divorced,Star,12/30/2021,,4624.56,Standard,1
237105,Beth,Horabik,Beth Horabik,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Urban,28264.0,Divorced,Star,11/22/2020,,4624.56,Standard,1
395026,Gilda,Poirrier,Gilda Poirrier,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Urban,0.0,Married,Star,10/11/2017,,4624.62,Standard,1
702493,Linn,Fletes,Linn Fletes,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Rural,0.0,Married,Star,2/19/2020,10/19/2020,4624.62,Standard,0
894466,Leta,Cardenal,Leta Cardenal,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,66670.0,Married,Star,2/7/2017,,4625.55,Standard,1
610393,Isela,Doniel,Isela Doniel,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Suburban,79487.0,Divorced,Star,3/5/2017,,4626.8,Standard,1
800726,Melvina,Vasile,Melvina Vasile,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Rural,79487.0,Divorced,Star,2/26/2020,,4626.8,Standard,1
111171,Despina,Hao,Despina Hao,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,College,Urban,0.0,Single,Star,2/15/2018,,4628.28,Standard,1
199959,Eli,Delco,Eli Delco,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Suburban,0.0,Single,Star,3/4/2021,,4628.28,2021 Promotion,1
842064,Denisse,Jelome,Denisse Jelome,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,College,Suburban,0.0,Single,Star,12/10/2016,8/10/2017,4630.36,Standard,0
149542,Elisabeth,Leder,Elisabeth Leder,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Suburban,78152.0,Married,Star,10/17/2017,11/9/2017,4631.01,Standard,0
779434,Lindsey,Pollica,Lindsey Pollica,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Urban,0.0,Single,Star,6/24/2018,,4633.1,Standard,1
203184,Edgardo,Sewer,Edgardo Sewer,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Rural,29105.0,Married,Star,8/12/2017,,4633.55,Standard,1
225077,Earleen,Carballo,Earleen Carballo,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,female,Master,Suburban,26802.0,Married,Star,10/20/2015,,4636.55,Standard,1
365816,Sang,Kujat,Sang Kujat,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Master,Suburban,26802.0,Married,Star,8/8/2019,,4636.55,Standard,1
781463,Polly,Dickirson,Polly Dickirson,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Master,Rural,26802.0,Married,Star,7/27/2018,,4636.55,Standard,1
644786,Hiroko,Columbo,Hiroko Columbo,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Rural,97017.0,Married,Star,7/14/2018,,4637.03,Standard,1
441440,Alicia,Breunig,Alicia Breunig,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Rural,25816.0,Single,Star,2/20/2020,,4637.16,Standard,1
756791,Tonisha,Thompson,Tonisha Thompson,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,College,Rural,0.0,Single,Star,8/17/2016,,4639.04,Standard,1
676676,Sheree,Beurskens,Sheree Beurskens,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,College,Urban,0.0,Single,Star,10/8/2018,6/8/2019,4642.02,Standard,0
401858,Tobias,Cabarcas,Tobias Cabarcas,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,College,Suburban,0.0,Divorced,Star,8/28/2020,4/28/2021,4644.7,Standard,0
819569,Viva,Ras,Viva Ras,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Urban,0.0,Married,Star,4/15/2018,,4644.9,Standard,1
428826,Patricia,Gerdsen,Patricia Gerdsen,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,42532.0,Single,Star,5/9/2021,,4645.57,Standard,1
779435,Kamala,Tagliente,Kamala Tagliente,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Suburban,0.0,Single,Star,3/19/2021,11/19/2021,4645.84,2021 Promotion,0
518533,Dallas,Bly,Dallas Bly,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Urban,37530.0,Married,Star,5/1/2021,,4646.39,Standard,1
568547,Adrian,Dymond,Adrian Dymond,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,College,Rural,0.0,Married,Star,2/7/2019,,4648.54,Standard,1
761007,Octavia,Curls,Octavia Curls,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Master,Suburban,28215.0,Single,Star,10/23/2015,,4650.06,Standard,1
830931,Natacha,Finister,Natacha Finister,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Suburban,47590.0,Single,Star,2/17/2016,,4652.6,Standard,1
229204,Hilde,Nims,Hilde Nims,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Rural,0.0,Married,Star,8/18/2021,,4652.89,Standard,1
437269,Seema,Mont,Seema Mont,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Suburban,0.0,Single,Star,3/1/2019,1/19/2021,4654.84,Standard,0
202761,Tilda,Totaro,Tilda Totaro,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,female,College,Rural,0.0,Married,Star,1/28/2016,7/29/2017,4654.95,Standard,0
723390,Neida,Barraclough,Neida Barraclough,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,30383.0,Divorced,Star,1/21/2016,3/13/2020,4655.21,Standard,0
956005,Terence,Levitt,Terence Levitt,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,88240.0,Divorced,Star,12/1/2019,,4655.61,Standard,1
683361,Ha,Kalp,Ha Kalp,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,29070.0,Married,Star,11/30/2020,,4656.67,Standard,1
370486,Mui,Pizzi,Mui Pizzi,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Doctor,Suburban,18024.0,Single,Star,7/3/2020,,4657.16,Standard,1
279919,Teodoro,Baraw,Teodoro Baraw,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,89834.0,Married,Star,9/10/2019,,4660.4,Standard,1
635249,Masako,Mcgeorge,Masako Mcgeorge,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Urban,0.0,Married,Star,4/7/2017,,4665.13,Standard,1
849415,Karyl,Routson,Karyl Routson,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Rural,0.0,Married,Star,9/22/2017,,4665.13,Standard,1
334003,Jonna,Bravata,Jonna Bravata,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Rural,53252.0,Married,Star,6/17/2016,,4668.04,Standard,1
256323,Refugia,Barentine,Refugia Barentine,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Rural,76157.0,Married,Star,11/13/2017,,4669.23,Standard,1
553567,Laureen,Borghi,Laureen Borghi,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,76157.0,Married,Star,3/19/2020,11/19/2020,4669.23,Standard,0
612555,Lawerence,Ello,Lawerence Ello,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Urban,76157.0,Married,Star,10/24/2018,,4669.23,Standard,1
411242,Gerry,Tolmich,Gerry Tolmich,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Urban,0.0,Married,Star,5/27/2015,,4670.05,Standard,1
353128,Arline,Scarles,Arline Scarles,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,69921.0,Divorced,Star,9/27/2015,,4670.06,Standard,1
367961,Hoyt,Collie,Hoyt Collie,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Rural,0.0,Divorced,Star,6/10/2016,,4670.95,Standard,1
431899,Loren,Deschenes,Loren Deschenes,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,College,Urban,0.0,Single,Star,6/14/2017,,4671.42,Standard,1
835491,Lovie,Cannan,Lovie Cannan,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Suburban,53219.0,Married,Star,9/2/2019,,4673.2,Standard,1
791355,Carlota,Colmenares,Carlota Colmenares,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Urban,83102.0,Married,Star,9/1/2018,,4678.42,Standard,1
331258,Lacie,Creagh,Lacie Creagh,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Doctor,Rural,14606.0,Married,Star,4/14/2018,,4681.53,Standard,1
713329,Karlene,Catalino,Karlene Catalino,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Bachelor,Suburban,77678.0,Married,Star,3/29/2020,,4685.5,Standard,1
422805,Peggie,Lingo,Peggie Lingo,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Urban,58089.0,Married,Star,2/1/2018,,4686.47,Standard,1
660376,Sherlyn,Ransberger,Sherlyn Ransberger,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,58089.0,Married,Star,7/8/2015,,4686.47,Standard,1
841677,Mitsuko,Doell,Mitsuko Doell,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,58089.0,Married,Star,9/19/2020,,4686.47,Standard,1
871329,Mendy,Krush,Mendy Krush,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Suburban,32646.0,Married,Star,6/5/2016,6/17/2019,4686.81,Standard,0
626326,Malcom,Flaharty,Malcom Flaharty,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,Bachelor,Rural,82534.0,Single,Star,1/27/2016,,4692.05,Standard,1
412854,Emanuel,Penalosa,Emanuel Penalosa,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Suburban,0.0,Single,Star,4/12/2020,,4692.1,Standard,1
187010,Almeta,Wissman,Almeta Wissman,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,College,Suburban,0.0,Married,Star,3/16/2021,,4692.17,2021 Promotion,1
333621,Della,Girvan,Della Girvan,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,College,Urban,0.0,Married,Star,6/22/2016,,4692.17,Standard,1
270570,Gerardo,Lapinski,Gerardo Lapinski,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Rural,0.0,Single,Star,10/30/2019,,4692.66,Standard,1
305171,Dario,Szablewski,Dario Szablewski,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Suburban,0.0,Single,Star,9/25/2017,,4697.15,Standard,1
715668,Rudy,Brenek,Rudy Brenek,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,High School or Below,Rural,26411.0,Married,Star,9/7/2020,10/31/2020,4698.35,Standard,0
197529,Margie,Mabie,Margie Mabie,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,College,Urban,0.0,Married,Star,12/22/2021,,4699.03,Standard,1
496325,Terrance,Vandemortel,Terrance Vandemortel,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Doctor,Rural,11417.0,Married,Star,8/1/2015,,4700.01,Standard,1
873180,Stormy,Korenic,Stormy Korenic,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Doctor,Suburban,11417.0,Married,Star,12/10/2020,8/10/2021,4700.01,Standard,0
630320,Ela,Schnopp,Ela Schnopp,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,76694.0,Married,Star,10/13/2018,,4700.58,Standard,1
304944,Seymour,Sheerin,Seymour Sheerin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,College,Rural,0.0,Single,Star,1/4/2017,,4703.72,Standard,1
615662,Judson,Sadbury,Judson Sadbury,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Urban,0.0,Single,Star,8/12/2018,,4703.72,Standard,1
887192,Marie,Boughton,Marie Boughton,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,College,Rural,0.0,Married,Star,6/25/2021,,4704.18,Standard,1
540497,Marshall,Peckinpaugh,Marshall Peckinpaugh,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Urban,0.0,Single,Star,7/1/2020,,4705.59,Standard,1
673061,Halley,Trenkle,Halley Trenkle,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Urban,0.0,Single,Star,9/30/2019,5/30/2020,4706.68,Standard,0
534794,Louann,Engley,Louann Engley,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Rural,47829.0,Married,Star,5/6/2015,,4708.2,Standard,1
336341,Sade,Porrini,Sade Porrini,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0.0,Single,Star,11/24/2015,,4709.52,Standard,1
465530,Willard,Hamberry,Willard Hamberry,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Doctor,Rural,13933.0,Married,Star,9/1/2016,,4711.08,Standard,1
600598,Almeta,Swinny,Almeta Swinny,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Suburban,0.0,Single,Star,12/31/2018,,4711.85,Standard,1
724720,Veta,Seymore,Veta Seymore,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,College,Urban,0.0,Single,Star,10/18/2017,,4713.4,Standard,1
627489,Margareta,Weigelt,Margareta Weigelt,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,College,Suburban,0.0,Married,Star,8/30/2016,,4715.29,Standard,1
264064,Joye,Melman,Joye Melman,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,male,College,Urban,0.0,Married,Star,7/21/2020,3/21/2021,4715.47,Standard,0
740762,Tenesha,Grobes,Tenesha Grobes,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Bachelor,Urban,89642.0,Married,Star,11/6/2018,,4719.45,Standard,1
527622,Leisa,Hawkinberry,Leisa Hawkinberry,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Bachelor,Suburban,37057.0,Married,Star,2/13/2019,,4719.76,Standard,1
984636,Shonda,Haase,Shonda Haase,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,Bachelor,Rural,37057.0,Married,Star,3/12/2017,,4719.76,Standard,1
110691,Arlene,Freud,Arlene Freud,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Single,Star,5/19/2018,,4722.24,Standard,1
737791,Delpha,Pooley,Delpha Pooley,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Suburban,0.0,Single,Star,1/31/2017,,4722.24,Standard,1
219413,Lazaro,Gron,Lazaro Gron,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,21546.0,Married,Star,4/23/2020,,4723.82,Standard,1
260685,Isreal,Risinger,Isreal Risinger,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,High School or Below,Rural,13037.0,Married,Star,7/23/2021,,4726.87,Standard,1
501363,Melany,Floren,Melany Floren,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,High School or Below,Suburban,13037.0,Married,Star,5/20/2020,,4726.87,Standard,1
982202,Ciera,Mila,Ciera Mila,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,High School or Below,Suburban,13037.0,Married,Star,1/16/2021,,4726.87,Standard,1
218529,Conception,Ritz,Conception Ritz,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,College,Suburban,0.0,Single,Star,2/7/2020,,4727.35,Standard,1
691645,Keven,Nacy,Keven Nacy,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Rural,0.0,Married,Star,3/20/2021,,4729.97,2021 Promotion,1
881157,Roxane,Holmquest,Roxane Holmquest,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Urban,30686.0,Single,Star,12/4/2018,,4731.37,Standard,1
426185,Geoffrey,Ferrall,Geoffrey Ferrall,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Suburban,69833.0,Married,Star,11/30/2018,,4731.75,Standard,1
546758,Dinah,Hadnott,Dinah Hadnott,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Urban,0.0,Single,Star,3/13/2016,,4731.84,Standard,1
270723,Lynnette,Leibenstein,Lynnette Leibenstein,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,55385.0,Single,Star,9/13/2017,,4732.22,Standard,1
275387,Olin,Lovvorn,Olin Lovvorn,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,55385.0,Single,Star,3/15/2021,11/15/2021,4732.22,2021 Promotion,0
504715,Nelson,Kurohara,Nelson Kurohara,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,College,Suburban,0.0,Single,Star,6/27/2018,,4734.26,Standard,1
380183,Pasty,Nogosek,Pasty Nogosek,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Urban,0.0,Single,Star,2/14/2019,,4735.18,Standard,1
654817,Carole,Rossetto,Carole Rossetto,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Rural,63977.0,Married,Star,12/25/2019,,4737.84,Standard,1
541078,Shin,Kap,Shin Kap,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,Bachelor,Rural,49447.0,Married,Star,10/4/2020,,4739.35,Standard,1
555112,Corrine,Purvis,Corrine Purvis,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,College,Rural,0.0,Single,Star,11/18/2016,8/26/2020,4740.2,Standard,0
726732,Elsa,Methot,Elsa Methot,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,male,College,Rural,0.0,Single,Star,6/25/2018,11/22/2020,4740.2,Standard,0
948327,Dollie,Keto,Dollie Keto,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,63891.0,Married,Star,8/10/2021,,4742.11,Standard,1
