index,Loyalty,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,IsActive
3605,299464,Melvin,Mckie,Melvin Mckie,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,High School or Below,Suburban,28513.0,Married,Aurora,6/28/2016,,15114.4,Standard,1
3606,117053,Erin,Merli,Erin Merli,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,58883.0,Married,Aurora,10/30/2017,,15118.9,Standard,1
3607,265784,Rosalba,Pizzella,Rosalba Pizzella,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Urban,0.0,Married,Aurora,7/26/2018,3/26/2019,15144.41,Standard,0
3608,136106,Marilynn,Charity,Marilynn Charity,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Suburban,22448.0,Married,Aurora,12/7/2016,,15173.97,Standard,1
3609,221709,Fanny,Larimer,Fanny Larimer,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Urban,30205.0,Single,Aurora,3/19/2021,2/27/2018,15245.25,2021 Promotion,0
3610,545127,Lilliana,Giagni,Lilliana Giagni,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Suburban,63287.0,Married,Aurora,7/8/2018,,15251.58,Standard,1
3611,128975,Dong,Wever,Dong Wever,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Urban,59797.0,Married,Aurora,5/23/2020,,15261.41,Standard,1
3612,991275,Joella,Bonnel,Joella Bonnel,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,59797.0,Married,Aurora,6/28/2016,12/28/2017,15261.41,Standard,0
3613,866403,Toi,Storz,Toi Storz,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Urban,80757.0,Married,Aurora,12/6/2018,,15262.96,Standard,1
3614,742009,Roxy,Tanh,Roxy Tanh,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Rural,58361.0,Married,Aurora,6/2/2016,,15265.81,Standard,1
3615,332823,Walker,Nawrocki,Walker Nawrocki,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,High School or Below,Suburban,25852.0,Married,Aurora,3/31/2021,,15266.48,2021 Promotion,1
3616,356613,Darlene,Carasco,Darlene Carasco,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Rural,40571.0,Married,Aurora,3/29/2020,,15272.8,Standard,1
3617,952911,Kim,Yepez,Kim Yepez,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Rural,48885.0,Married,Aurora,10/12/2020,,15284.33,Standard,1
3618,967637,Margene,Sandstrom,Margene Sandstrom,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Rural,36637.0,Married,Aurora,7/18/2018,,15320.22,Standard,1
3619,445704,Dong,Kohles,Dong Kohles,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Suburban,81955.0,Married,Aurora,9/19/2016,,15320.37,Standard,1
3620,332027,Claudie,Ziegenhagen,Claudie Ziegenhagen,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Suburban,0.0,Married,Aurora,11/2/2018,,15328.46,Standard,1
3621,778027,Harley,Legrow,Harley Legrow,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Urban,48115.0,Married,Aurora,5/26/2021,,15362.35,Standard,1
3622,225363,Lenard,Grzesiak,Lenard Grzesiak,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Doctor,Suburban,15897.0,Divorced,Aurora,7/3/2018,,15363.85,Standard,1
3623,571180,Maya,Feinblatt,Maya Feinblatt,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Doctor,Suburban,15897.0,Divorced,Aurora,4/24/2019,,15363.85,Standard,1
3624,321213,Zoraida,Rushin,Zoraida Rushin,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Urban,42570.0,Married,Aurora,3/2/2021,,15374.18,2021 Promotion,1
3625,190405,Samella,Asato,Samella Asato,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Rural,35822.0,Divorced,Aurora,5/29/2016,7/30/2020,15394.87,Standard,0
3626,619537,Marketta,Warlock,Marketta Warlock,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,69841.0,Married,Aurora,12/9/2016,,15417.68,Standard,1
3627,780298,Florance,Scavone,Florance Scavone,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,Bachelor,Suburban,77517.0,Married,Aurora,6/1/2019,,15467.79,Standard,1
3628,968312,Kristina,Apthorpe,Kristina Apthorpe,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Urban,77517.0,Married,Aurora,7/8/2020,,15467.79,Standard,1
3629,487486,Cheree,Graw,Cheree Graw,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Urban,0.0,Single,Aurora,2/11/2019,,15481.25,Standard,1
3630,807769,Edmundo,Datamphay,Edmundo Datamphay,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Rural,24661.0,Married,Aurora,4/18/2018,,15483.53,Standard,1
3631,945455,Gayle,Granvold,Gayle Granvold,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Urban,24661.0,Married,Aurora,1/5/2020,7/23/2020,15483.53,Standard,0
3632,287266,Lauri,Hibert,Lauri Hibert,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Urban,72026.0,Married,Aurora,4/25/2016,,15485.8,Standard,1
3633,445599,Lisette,Westervoorde,Lisette Westervoorde,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Urban,69161.0,Married,Aurora,11/7/2021,,15487.44,Standard,1
3634,738096,Katelyn,Boarman,Katelyn Boarman,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,Bachelor,Rural,33799.0,Single,Aurora,6/17/2017,,15488.43,Standard,1
3635,703109,Oliva,Ostrzyeki,Oliva Ostrzyeki,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Suburban,99159.0,Married,Aurora,10/24/2017,,15506.93,Standard,1
3636,512358,Adelia,Teves,Adelia Teves,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Suburban,39794.0,Single,Aurora,4/30/2021,,15512.56,2021 Promotion,1
3637,380843,Issac,Dominiquez,Issac Dominiquez,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Rural,95340.0,Married,Aurora,5/25/2018,,15531.79,Standard,1
3638,633640,Elisha,Kenyon,Elisha Kenyon,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,High School or Below,Suburban,17449.0,Divorced,Aurora,11/15/2016,,15550.19,Standard,1
3639,194886,Juliane,Wolbeck,Juliane Wolbeck,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,62922.0,Married,Aurora,10/22/2018,,15558.44,Standard,1
3640,594200,Marlin,Cua,Marlin Cua,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Rural,0.0,Married,Aurora,12/7/2021,,15563.37,Standard,1
3641,691365,Charline,Launt,Charline Launt,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Suburban,27514.0,Married,Aurora,7/31/2016,12/27/2018,15613.95,Standard,0
3642,616374,Georgeann,Eicke,Georgeann Eicke,Canada,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,male,Bachelor,Urban,50461.0,Single,Aurora,1/3/2020,9/3/2020,15626.28,Standard,0
3643,776931,Valery,Gocek,Valery Gocek,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Rural,49214.0,Married,Aurora,1/21/2021,,15638.58,Standard,1
3644,768415,Anamaria,Digiorgio,Anamaria Digiorgio,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Suburban,32370.0,Married,Aurora,10/26/2019,,15641.26,Standard,1
3645,469702,Cliff,Baumgarten,Cliff Baumgarten,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Rural,71731.0,Single,Aurora,11/30/2021,,15656.03,Standard,1
3646,485795,Gertrude,Upchurch,Gertrude Upchurch,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Married,Aurora,9/26/2019,,15672.7,Standard,1
3647,308362,Earlie,Whal,Earlie Whal,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Urban,43267.0,Married,Aurora,1/18/2016,,15673.14,Standard,1
3649,350692,Burl,Levien,Burl Levien,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Urban,84824.0,Married,Aurora,11/28/2019,,15727.13,Standard,1
3650,850359,Marcellus,Thonney,Marcellus Thonney,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Rural,55800.0,Married,Aurora,10/12/2018,,15759.62,Standard,1
3651,107420,Dell,Hush,Dell Hush,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,High School or Below,Urban,21921.0,Married,Aurora,12/1/2020,8/1/2021,15771.39,Standard,0
3652,366500,Tommy,Granahan,Tommy Granahan,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,High School or Below,Suburban,21921.0,Married,Aurora,9/15/2019,,15771.39,Standard,1
3653,860032,Donna,Spitz,Donna Spitz,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Suburban,81119.0,Married,Aurora,12/23/2020,,15785.3,Standard,1
3654,135134,Myrle,Vaske,Myrle Vaske,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Rural,58516.0,Married,Aurora,3/17/2021,,15806.53,2021 Promotion,1
3655,456632,Arnoldo,Stotko,Arnoldo Stotko,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Urban,86347.0,Married,Aurora,12/12/2016,,15808.76,Standard,1
3656,459517,Laine,Sarconi,Laine Sarconi,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,44930.0,Married,Aurora,10/30/2015,,15839.09,Standard,1
3657,708807,Stephanie,Fickbohm,Stephanie Fickbohm,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,56362.0,Married,Aurora,2/23/2019,,15886.03,Standard,1
3658,474846,Wilbert,Lovisone,Wilbert Lovisone,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,College,Rural,0.0,Divorced,Aurora,8/31/2019,8/14/2021,15936.58,Standard,0
3659,441631,Avery,Samberg,Avery Samberg,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Suburban,0.0,Married,Aurora,4/23/2021,,15950.02,2021 Promotion,1
3660,612186,Molly,Cullivan,Molly Cullivan,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,College,Urban,0.0,Married,Aurora,6/23/2015,,15950.02,Standard,1
3661,828232,Vita,Puppe,Vita Puppe,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Urban,36354.0,Married,Aurora,8/13/2018,,15956.03,Standard,1
3662,884570,Gertha,Gangadyal,Gertha Gangadyal,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,36354.0,Married,Aurora,5/17/2019,1/17/2020,15956.03,Standard,0
3663,130077,Tyree,Timberman,Tyree Timberman,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Bachelor,Suburban,61148.0,Married,Aurora,1/18/2016,,15956.52,Standard,1
3664,695978,Eduardo,Couret,Eduardo Couret,Canada,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,female,College,Suburban,0.0,Single,Aurora,11/14/2016,,15984.53,Standard,1
3665,488044,Samantha,Hippley,Samantha Hippley,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,College,Rural,0.0,Single,Aurora,9/2/2019,,15994.01,Standard,1
3666,998085,Carmella,Reiff,Carmella Reiff,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Rural,44901.0,Married,Aurora,7/2/2017,,16005.51,Standard,1
3667,916880,Akilah,Wages,Akilah Wages,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Rural,45302.0,Divorced,Aurora,1/1/2017,,16007.95,Standard,1
3668,328111,Filomena,Sawer,Filomena Sawer,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Suburban,0.0,Married,Aurora,7/18/2019,,16060.07,Standard,1
3669,928922,Edra,Lazewski,Edra Lazewski,Canada,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,male,College,Rural,0.0,Married,Aurora,12/4/2015,,16060.07,2021 Promotion,1
3670,939431,Ellamae,Egner,Ellamae Egner,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Suburban,70140.0,Married,Aurora,4/15/2021,,16068.35,2021 Promotion,1
3671,112863,Kathi,Roling,Kathi Roling,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,63288.0,Married,Aurora,7/23/2019,,16107.19,Standard,1
3672,978907,Kiana,Traylor,Kiana Traylor,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Suburban,63288.0,Married,Aurora,3/27/2019,10/17/2019,16107.19,Standard,0
3673,178459,Lindy,Wyner,Lindy Wyner,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,79041.0,Married,Aurora,12/1/2017,4/9/2018,16138.42,Standard,0
3674,907945,James,Hazel,James Hazel,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0.0,Divorced,Aurora,12/17/2017,8/17/2018,16152.9,Standard,0
3675,497784,Sook,Crossen,Sook Crossen,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Suburban,0.0,Single,Aurora,12/3/2015,,16236.48,Standard,1
3676,651694,Yolanda,Boys,Yolanda Boys,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,21206.0,Married,Aurora,10/5/2019,,16256.81,Standard,1
3677,952602,Evangeline,Cucuta,Evangeline Cucuta,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,Bachelor,Suburban,41671.0,Single,Aurora,9/12/2020,,16261.17,Standard,1
3679,219555,Tennille,Dasinger,Tennille Dasinger,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Master,Suburban,19614.0,Married,Aurora,6/4/2015,,16301.97,Standard,1
3680,828862,Mellie,Almgren,Mellie Almgren,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Master,Urban,19614.0,Married,Aurora,10/24/2021,,16301.97,Standard,1
3681,487727,Levi,Siebeneck,Levi Siebeneck,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,90008.0,Single,Aurora,3/7/2019,,16304.3,Standard,1
3682,493819,Kristel,Maes,Kristel Maes,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Rural,90008.0,Single,Aurora,7/22/2015,,16304.3,Standard,1
3683,746296,Walter,Allocco,Walter Allocco,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,College,Urban,0.0,Single,Aurora,9/23/2018,,16320.77,Standard,1
3684,709982,Lona,Swiatkowski,Lona Swiatkowski,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Rural,57029.0,Married,Aurora,1/10/2016,,16344.61,Standard,1
3685,511437,Tony,Oreskovich,Tony Oreskovich,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Urban,22103.0,Single,Aurora,6/4/2021,,16407.66,Standard,1
3686,227398,Fatimah,Botta,Fatimah Botta,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,27760.0,Married,Aurora,5/10/2021,,16464.37,Standard,1
3687,520660,Shaunna,Woldt,Shaunna Woldt,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,College,Rural,0.0,Divorced,Aurora,10/16/2015,,16468.22,Standard,1
3688,732694,Lewis,Mcguirk,Lewis Mcguirk,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0.0,Divorced,Aurora,7/30/2020,,16468.22,Standard,1
3689,898887,Delphia,Siregar,Delphia Siregar,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,College,Suburban,0.0,Divorced,Aurora,3/14/2016,4/12/2018,16468.22,Standard,0
3690,800945,Theda,Garrell,Theda Garrell,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Master,Urban,22828.0,Married,Aurora,5/23/2017,3/23/2019,16473.17,Standard,0
3691,855530,Gerald,Quihuiz,Gerald Quihuiz,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,Master,Urban,22828.0,Married,Aurora,8/24/2016,,16473.17,Standard,1
3692,513123,Mica,Conran,Mica Conran,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Suburban,49825.0,Married,Aurora,2/19/2018,,16477.77,Standard,1
3693,139022,Shamika,Tryner,Shamika Tryner,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Suburban,42148.0,Married,Aurora,10/11/2020,,16504.96,Standard,1
3694,973728,Yan,Berks,Yan Berks,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,female,Bachelor,Suburban,51725.0,Married,Aurora,10/31/2016,,16515.01,Standard,1
3695,504919,Malena,Mcatee,Malena Mcatee,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,24414.0,Married,Aurora,11/11/2018,,16525.38,Standard,1
3696,263069,Jamila,Slade,Jamila Slade,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,75526.0,Married,Aurora,5/5/2017,,16531.7,Standard,1
3697,885176,Pearlie,Milbrandt,Pearlie Milbrandt,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,75526.0,Married,Aurora,9/1/2020,,16531.7,Standard,1
3698,659731,Gertrudis,Marovich,Gertrudis Marovich,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Rural,81639.0,Single,Aurora,4/22/2015,,16548.86,Standard,1
3700,914074,Elane,Pikus,Elane Pikus,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,57844.0,Married,Aurora,8/9/2021,,16675.9,Standard,1
3701,204840,Amberly,Demshar,Amberly Demshar,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Urban,55907.0,Married,Aurora,12/6/2018,8/6/2019,16681.33,Standard,0
3702,696128,Meridith,Weghorst,Meridith Weghorst,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,81400.0,Married,Aurora,6/30/2021,,16699.46,Standard,1
3703,729084,Avis,Soileau,Avis Soileau,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,81400.0,Married,Aurora,8/4/2015,,16699.46,Standard,1
3704,188136,Anisha,Stover,Anisha Stover,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Suburban,74900.0,Married,Aurora,10/24/2015,,16705.1,Standard,1
3705,364596,Maurice,Imber,Maurice Imber,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Suburban,73049.0,Single,Aurora,4/7/2021,12/7/2021,16710.84,2021 Promotion,0
3706,390377,Franklyn,Petruso,Franklyn Petruso,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Suburban,0.0,Single,Aurora,4/30/2016,6/30/2020,16727.56,Standard,0
3707,807942,Eboni,Dorschner,Eboni Dorschner,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,College,Urban,0.0,Single,Aurora,11/21/2016,6/13/2017,16728.34,Standard,0
3708,438593,Deirdre,Porteous,Deirdre Porteous,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Urban,0.0,Single,Aurora,9/20/2021,,16793.97,Standard,1
3709,935161,Ilse,Didier,Ilse Didier,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Urban,0.0,Single,Aurora,12/2/2019,,16793.97,Standard,1
3710,577360,Carli,Housey,Carli Housey,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Urban,38399.0,Married,Aurora,10/29/2019,,16794.31,Standard,1
3711,958915,Gerry,Scharbrough,Gerry Scharbrough,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,55269.0,Divorced,Aurora,4/25/2021,,16798.86,2021 Promotion,1
3712,197890,Kacie,Sayle,Kacie Sayle,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,93836.0,Married,Aurora,12/13/2015,,16922.13,Standard,1
3713,984429,Rocco,Devitis,Rocco Devitis,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,male,Bachelor,Rural,39411.0,Married,Aurora,11/1/2015,,16936.27,Standard,1
3714,615411,Andy,Rodenizer,Andy Rodenizer,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0.0,Single,Aurora,3/14/2018,,16938.3,Standard,1
3715,843665,Mckenzie,Cimmino,Mckenzie Cimmino,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0.0,Divorced,Aurora,8/24/2017,,16963.84,Standard,1
3716,732813,Chase,Goldhaber,Chase Goldhaber,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,35095.0,Divorced,Aurora,9/1/2017,,16979.8,Standard,1
3717,376144,Adam,Paino,Adam Paino,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Bachelor,Suburban,97268.0,Married,Aurora,8/22/2020,,17002.02,Standard,1
3719,432655,Milford,Shatto,Milford Shatto,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,54613.0,Divorced,Aurora,4/8/2021,,17029.89,2021 Promotion,1
3720,740763,Suk,Wolfert,Suk Wolfert,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Urban,20053.0,Married,Aurora,1/10/2019,,17085.41,Standard,1
3721,894448,Alfonzo,Stansifer,Alfonzo Stansifer,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,51747.0,Married,Aurora,4/22/2018,,17103.79,Standard,1
3722,881749,Adele,Goo,Adele Goo,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Rural,87139.0,Married,Aurora,9/22/2015,,17109.39,Standard,1
3723,199478,Pearlene,Prieur,Pearlene Prieur,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,70961.0,Married,Aurora,5/8/2015,,17114.33,Standard,1
3724,533388,Kylie,Malensek,Kylie Malensek,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Urban,29734.0,Divorced,Aurora,1/22/2016,6/25/2019,17208.06,Standard,0
3725,350979,Shay,Abdool,Shay Abdool,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Suburban,22346.0,Single,Aurora,6/30/2016,,17223.07,Standard,1
3726,436419,Leora,Stonum,Leora Stonum,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,85378.0,Married,Aurora,3/14/2021,,17223.89,2021 Promotion,1
3727,232884,Carlton,Purl,Carlton Purl,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Suburban,22276.0,Married,Aurora,6/14/2021,,17250.75,Standard,1
3728,572663,Coleen,Dingle,Coleen Dingle,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Urban,0.0,Single,Aurora,8/27/2015,,17253.73,Standard,1
3729,212350,Shyla,Spicher,Shyla Spicher,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Rural,0.0,Married,Aurora,11/8/2015,,17254.04,Standard,1
3730,352501,Tressie,Glenn,Tressie Glenn,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Suburban,66245.0,Married,Aurora,3/16/2017,,17367.27,Standard,1
3732,634900,Xiomara,Mandt,Xiomara Mandt,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,41418.0,Divorced,Aurora,5/31/2017,,17367.53,Standard,1
3733,824712,Xochitl,Mita,Xochitl Mita,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Urban,41775.0,Married,Aurora,12/1/2019,,17429.88,Standard,1
3734,115705,Lucas,Gouldsberry,Lucas Gouldsberry,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,54105.0,Married,Aurora,3/20/2016,,17435.68,Standard,1
3736,396471,Soledad,Marcelino,Soledad Marcelino,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,45106.0,Married,Aurora,12/24/2016,,17476.64,Standard,1
3737,408915,Lou,Stuckemeyer,Lou Stuckemeyer,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Urban,45106.0,Married,Aurora,10/20/2021,,17476.64,Standard,1
3738,491310,Kelsie,Wiltsie,Kelsie Wiltsie,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Rural,78362.0,Divorced,Aurora,8/5/2020,,17484.53,Standard,1
3739,505798,Loria,Gibbard,Loria Gibbard,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,78362.0,Divorced,Aurora,3/14/2017,,17484.53,Standard,1
3740,252271,Melva,Gangelhoff,Melva Gangelhoff,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Suburban,0.0,Divorced,Aurora,6/25/2019,,17497.52,Standard,1
3741,428765,Eulah,Melchiori,Eulah Melchiori,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0.0,Divorced,Aurora,8/14/2020,,17497.52,Standard,1
3742,703972,Lady,Stancoven,Lady Stancoven,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,College,Suburban,0.0,Divorced,Aurora,10/25/2016,5/14/2017,17497.52,Standard,0
